TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,MODE,TP_RELEASED,ALTITUDE,TEMPERATURE,VOLTAGE,GPS_TIME,GPS_LATITUDE,GPS_LONGITUDE,GPS_ALTITUDE,GPS_SATS,SOFTWARE_STATE,CMD_ECHO
1004,05:40:52.62,1,C,F,N,0.0,17.7,7.32,05:40:52,37.2283,-80.4212,0.0,4,1,
1004,05:40:53.31,2,C,F,N,69.2,17.0,7.28,05:40:53,37.2283,-80.4212,69.2,4,2,
1004,05:40:54.08,3,C,F,N,142.3,17.7,7.29,05:40:54,37.2283,-80.4213,142.3,4,2,
1004,05:40:55.12,4,C,F,N,217.8,17.1,7.38,05:40:55,37.2282,-80.4213,217.8,4,2,
1004,05:40:56.08,5,C,F,N,303.6,17.9,7.32,05:40:56,37.2282,-80.4214,303.6,4,2,
1004,05:40:57.68,6,C,F,N,412.3,17.3,7.31,05:40:57,37.2282,-80.4214,412.3,4,2,
1004,05:40:58.05,7,C,F,N,530.7,18.0,7.38,05:40:58,37.2281,-80.4215,530.7,4,2,
1004,05:40:59.68,8,C,F,N,675.2,17.0,7.30,05:40:59,37.2281,-80.4215,675.2,4,3,
1004,05:41:00.72,9,C,F,N,699.3,17.1,7.36,05:41:00,37.2281,-80.4216,699.3,4,3,
1004,05:41:01.20,10,C,F,N,707.9,17.0,7.33,05:41:01,37.228,-80.4216,707.9,4,3,
1004,05:41:02.22,11,C,F,N,719.5,17.1,7.33,05:41:02,37.228,-80.4217,719.5,4,3,
1004,05:41:03.90,12,C,F,N,703.6,17.9,7.28,05:41:03,37.228,-80.4217,703.6,4,4,
1004,05:41:04.19,13,C,F,N,688.4,17.6,7.35,05:41:04,37.228,-80.4217,688.4,4,4,
1004,05:41:05.58,14,C,F,N,671.9,17.1,7.33,05:41:05,37.2279,-80.4218,671.9,4,4,
1004,05:41:06.04,15,C,F,N,656.7,17.6,7.36,05:41:06,37.2279,-80.4218,656.7,4,4,
1004,05:41:07.12,16,C,F,N,639.9,17.9,7.38,05:41:07,37.2279,-80.4218,639.9,4,4,
1004,05:41:08.46,17,C,F,N,623.9,17.4,7.33,05:41:08,37.2279,-80.4218,623.9,4,4,
1004,05:41:09.45,18,C,F,N,608.1,17.0,7.34,05:41:09,37.2279,-80.4219,608.1,4,4,
1004,05:41:10.94,19,C,F,N,593.4,17.3,7.38,05:41:10,37.2279,-80.4219,593.4,4,4,
1004,05:41:11.19,20,C,F,N,576.9,17.9,7.32,05:41:11,37.2279,-80.4219,576.9,4,4,
1004,05:41:12.05,21,C,F,N,561.2,17.7,7.38,05:41:12,37.2279,-80.4219,561.2,4,4,
1004,05:41:13.04,22,C,F,N,545.5,17.3,7.35,05:41:13,37.2279,-80.4219,545.5,4,4,
1004,05:41:14.39,23,C,F,N,529.1,17.9,7.29,05:41:14,37.2278,-80.422,529.1,4,4,
1004,05:41:15.38,24,C,F,N,513.6,17.6,7.35,05:41:15,37.2278,-80.422,513.6,4,4,
1004,05:41:16.89,25,C,F,N,498.3,17.2,7.31,05:41:16,37.2278,-80.422,498.3,4,4,
1004,05:41:17.75,26,C,F,N,482.6,17.4,7.35,05:41:17,37.2278,-80.422,482.6,4,4,
1004,05:41:18.60,27,C,F,N,467.1,17.7,7.35,05:41:18,37.2278,-80.422,467.1,4,4,
1004,05:41:19.93,28,C,F,N,451.1,17.9,7.33,05:41:19,37.2278,-80.4221,451.1,4,4,
1004,05:41:20.65,29,C,F,N,435.5,17.7,7.32,05:41:20,37.2278,-80.4221,435.5,4,4,
1004,05:41:21.09,30,C,F,N,419.6,17.5,7.33,05:41:21,37.2278,-80.4221,419.6,4,4,
1004,05:41:22.54,31,C,F,N,415.1,17.9,7.32,05:41:22,37.2278,-80.4221,415.1,4,4,
1004,05:41:23.82,32,C,F,N,410.6,17.2,7.37,05:41:23,37.2278,-80.4221,410.6,4,4,
1004,05:41:24.77,33,C,F,N,406.0,17.7,7.37,05:41:24,37.2277,-80.4221,406.0,4,4,
1004,05:41:25.36,34,C,F,N,401.3,17.9,7.28,05:41:25,37.2277,-80.4221,401.3,4,4,
1004,05:41:26.60,35,C,F,N,396.4,17.5,7.28,05:41:26,37.2277,-80.4221,396.4,4,5,
1004,05:41:27.85,36,C,F,N,391.3,17.4,7.38,05:41:27,37.2277,-80.4222,391.3,4,5,
1004,05:41:28.55,37,C,F,N,386.3,17.8,7.33,05:41:28,37.2277,-80.4222,386.3,4,5,
1004,05:41:29.57,38,C,F,N,381.0,17.5,7.36,05:41:29,37.2277,-80.4222,381.0,4,5,
1004,05:41:30.51,39,C,F,N,375.9,17.6,7.37,05:41:30,37.2277,-80.4222,375.9,4,5,
1004,05:41:31.48,40,C,F,N,371.2,17.7,7.37,05:41:31,37.2277,-80.4222,371.2,4,5,
1004,05:41:32.61,41,C,F,N,366.1,17.2,7.38,05:41:32,37.2277,-80.4223,366.1,4,5,
1004,05:41:33.13,42,C,F,N,361.5,18.0,7.28,05:41:33,37.2276,-80.4223,361.5,4,5,
1004,05:41:34.80,43,C,F,N,356.8,17.8,7.37,05:41:34,37.2276,-80.4223,356.8,4,5,
1004,05:41:35.50,44,C,F,N,352.3,17.7,7.34,05:41:35,37.2276,-80.4223,352.3,4,5,
