1004,05:40:51,5,T,53.8,29,7.28,-0.00077,0.00029,-0.00004,-0.00017,-0.00069,0.00039,-0.00066,0.00026,0.00042,5.31,1
1004,05:40:52,10,T,301.3,29.5,7.37,0.00053,0.0005,-0.00064,-0.00084,-0.00051,0.00037,0.00082,-0.00081,0.00099,-1.26,1
1004,05:40:53,15,T,431.6,29.5,7.32,-0.00003,-0.00027,-0.0001,-0.00021,0.00073,0.00056,-0.00027,0.00067,0.00011,-11.1,1
1004,05:40:54,20,T,572.8,29.3,7.38,0.00056,0.00012,-0.00022,0.0008,-0.00066,0.00022,-0.00051,-0.00007,-0.00028,18.48,1
1004,05:40:55,25,T,689.2,29.8,7.21,0.00071,-0.00062,-0.001,-0.00026,0.00012,0.00028,-0.00042,0.00064,0.00058,-1.1,1
1004,05:40:56,30,T,785.7,29.3,7.39,0.00068,-0.00061,0.00027,-0.00066,-0.00033,-0.00047,-0.00024,-0.00062,0.00024,15.38,1
1004,05:40:57,35,T,858,29.8,7.32,-0.00049,0.00085,0.00006,0.00091,0.00045,0.00054,-0.00058,-0.00034,0.00069,-12.4,1
1004,05:40:58,40,T,913.9,29.3,7.3,-0.00013,-0.00092,-0.00085,0.00091,0.00056,-0.00002,-0.00058,0.00038,0.00002,4.53,1
1004,05:40:59,45,T,953.4,29.1,7.38,-0.00074,-0.0008,-0.00014,-0.00012,-0.00069,0.00066,0.00068,-0.0007,-0.00037,7.32,1
1004,05:41:00,50,T,978.7,29.9,7.21,0.00002,0.00031,-0.00085,0.00044,-0.00021,-0.00041,-0.00087,0.00074,0.00016,-7.5,1
1004,05:41:01,55,T,962.1,29.5,7.35,-0.00066,0.00065,0.00026,0.00085,0.0001,-0.00009,-0.00073,-0.00059,0.00066,14.26,6
1004,05:41:02,60,T,946.9,29.2,7.23,-0.00028,-0.00043,-0.00086,0.00001,-0.00093,0.0001,0.00028,0.0002,-0.00069,-10.94,6
1004,05:41:03,65,T,931.6,29.1,7.35,0.00009,0.0001,0.0004,0.00048,0.00063,0.00059,0.00012,0.00013,0.0005,18.12,6
1004,05:41:04,70,T,914.5,30,7.39,0.001,-0.00097,-0.00004,0.00061,-0.00069,0.00029,0.00063,-0.00038,-0.00007,-7.58,6
1004,05:41:05,75,T,895.1,29.8,7.27,0.00013,0.00006,0.00081,-0.00087,-0.00014,-0.00013,-0.00019,-0.00084,0.00004,-0.49,6
1004,05:41:06,80,T,881,29.7,7.37,0.00062,0.00051,0.00013,-0.00096,-0.00026,0.00049,0.00021,-0.00083,-0.00071,-17.52,6
1004,05:41:07,85,T,862.6,30,7.2,0.00044,-0.00048,-0.00063,-0.0005,-0.00073,0.00092,-0.00084,0.00018,-0.00007,4.9,6
1004,05:41:08,90,T,847.2,29,7.39,-0.00074,-0.00033,0.0007,-0.00078,0.00015,0.00014,0.00002,0.00092,0.0007,-2.72,6
1004,05:41:09,95,T,831.4,29.3,7.25,-0.00004,0.00003,-0.00034,0.00076,-0.00054,0.00035,-0.00067,-0.00046,0.00048,10.69,6
1004,05:41:10,100,T,813.5,29.4,7.34,-0.00096,0.001,-0.00029,-0.00049,0.00049,-0.00045,0.00019,-0.00042,-0.00088,-9.04,6
1004,05:41:11,105,T,799.9,29.3,7.33,0.00058,0.00093,0.00083,0.00055,0.00047,-0.00061,-0.00091,-0.00018,0.00071,6.69,6
1004,05:41:12,110,T,782.3,29.5,7.36,0.00036,0.00076,-0.00091,-0.00043,0.00049,0.00012,-0.0007,0.00014,0.00007,1.17,6
1004,05:41:13,115,T,766.1,29.6,7.37,0.00004,-0.0003,-0.00003,-0.00063,0.00082,-0.00042,0.00011,-0.00066,0.00048,-13.52,6
1004,05:41:14,120,T,746.9,29.5,7.2,0.00046,-0.00056,-0.00053,0.0002,-0.00073,0.00095,-0.00084,0.00087,-0.00012,3.58,6
1004,05:41:15,125,T,729.8,29.2,7.22,0.00078,-0.001,0.00031,-0.00092,-0.00071,-0.0008,-0.0009,0.00027,-0.00091,-0.56,6
1004,05:41:16,130,T,714.2,29.4,7.26,0.00021,-0.00066,0.00021,-0.00061,0.00074,-0.00074,0.00006,-0.0003,-0.00056,3.54,6
